GeneID	GOTerm	GOTermDescription	Description	Alias	EntrezID	Source
CHA4	GO:0003677	"""DNA binding"""	DNA binding transcriptional activator	YLR098C|SIL2|SIL3	20180922	UniProt
RFX1	GO:0003677	"""DNA binding"""	Major transcriptional repressor of DNA-damage-regulated genes	YLR176C|CRT1	20180922	InterPro
MCM6	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YGL201C|MCM DNA helicase complex subunit MCM6	20180922	UniProt
SWC4	GO:0003677	"""DNA binding"""	Component of the Swr1p complex that incorporates Htz1p into chromatin	YGR002C|EAF2|GOD1	20180922	InterPro
SOK2	GO:0003677	"""DNA binding"""	Nuclear protein that negatively regulates pseudohyphal differentiation	YMR016C	20180922	InterPro
YNR063W	GO:0003677	"""DNA binding"""	Putative zinc-cluster protein of unknown function	YNR063W	20180922	UniProt
YNR063W	GO:0003677	"""DNA binding"""	Putative zinc-cluster protein of unknown function	YNR063W	20180922	InterPro
CWC24	GO:0003677	"""DNA binding"""	General splicing factor	YLR323C|U2-type spliceosomal complex subunit CWC24	20180922	UniProt
ISW2	GO:0003677	"""DNA binding"""	ATP-dependent DNA translocase involved in chromatin remodeling	YOR304W|DNA translocase	20180922	UniProt
YLR035C-A	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YLR035C-A|gag-pol fusion protein	20180922	UniProt
HAA1	GO:0003677	"""DNA binding"""	Transcriptional activator involved in adaptation to weak acid stress	YPR008W	20180922	UniProt
SIS1	GO:0003677	"""DNA binding"""	Type II HSP40 co-chaperone that interacts with the HSP70 protein Ssa1p	YNL007C|type II HSP40 co-chaperone SIS1	20180922	UniProt
NDT80	GO:0003677	"""DNA binding"""	Meiosis-specific transcription factor	YHR124W|transcription factor NDT80	20180922	InterPro
NDT80	GO:0003677	"""DNA binding"""	Meiosis-specific transcription factor	YHR124W|transcription factor NDT80	20180922	UniProt
ORC6	GO:0003677	"""DNA binding"""	Subunit of the origin recognition complex (ORC)	YHR118C|origin recognition complex subunit 6	20180922	InterPro
ORC6	GO:0003677	"""DNA binding"""	Subunit of the origin recognition complex (ORC)	YHR118C|origin recognition complex subunit 6	20180922	UniProt
RFC1	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YOR217W|CDC44|replication factor C subunit 1	20180922	InterPro
CRP1	GO:0003677	"""DNA binding"""	Protein that binds to cruciform DNA structures	YHR146W	20180922	UniProt
RFC4	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YOL094C|replication factor C subunit 4	20180922	InterPro
INO4	GO:0003677	"""DNA binding"""	Transcription factor involved in phospholipid synthesis	YOL108C	20050117	SGD
MGS1	GO:0003677	"""DNA binding"""	Protein with DNA-dependent ATPase and ssDNA annealing activities	YNL218W|ssDNA-dependent ATPase MGS1	20180922	UniProt
OPI1	GO:0003677	"""DNA binding"""	Transcriptional regulator of a variety of genes	YHL020C|transcriptional regulator OPI1	20180922	UniProt
MGS1	GO:0003677	"""DNA binding"""	Protein with DNA-dependent ATPase and ssDNA annealing activities	YNL218W|ssDNA-dependent ATPase MGS1	20180922	InterPro
MGS1	GO:0003677	"""DNA binding"""	Protein with DNA-dependent ATPase and ssDNA annealing activities	YNL218W|ssDNA-dependent ATPase MGS1	20180922	InterPro
IES2	GO:0003677	"""DNA binding"""	Protein that associates with the INO80 chromatin remodeling complex	YNL215W	20180922	UniProt
GAT2	GO:0003677	"""DNA binding"""	Protein containing GATA family zinc finger motifs	YMR136W	20180922	UniProt
YER138C	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YER138C|gag-pol fusion protein	20180922	UniProt
YER160C	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YER160C|gag-pol fusion protein	20180922	UniProt
RAD18	GO:0003677	"""DNA binding"""	E3 ubiquitin ligase	YCR066W|E3 ubiquitin-protein ligase RAD18	20180922	InterPro
RAD18	GO:0003677	"""DNA binding"""	E3 ubiquitin ligase	YCR066W|E3 ubiquitin-protein ligase RAD18	20180922	UniProt
CUP2	GO:0003677	"""DNA binding"""	Copper-binding transcription factor	YGL166W|ACE1	20180922	UniProt
POL2	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase (II) epsilon	YNL262W|DUN2|DNA polymerase epsilon catalytic subunit	20180922	UniProt
POL2	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase (II) epsilon	YNL262W|DUN2|DNA polymerase epsilon catalytic subunit	20180922	InterPro
POL2	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase (II) epsilon	YNL262W|DUN2|DNA polymerase epsilon catalytic subunit	20180922	InterPro
RTG3	GO:0003677	"""DNA binding"""	bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways	YBL103C	20180922	UniProt
MCM5	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YLR274W|CDC46|BOB1|MCM DNA helicase complex subunit MCM5	20180922	UniProt
INO80	GO:0003677	"""DNA binding"""	ATPase and nucleosome spacing factor	YGL150C|chromatin-remodeling ATPase INO80	20180922	InterPro
INO80	GO:0003677	"""DNA binding"""	ATPase and nucleosome spacing factor	YGL150C|chromatin-remodeling ATPase INO80	20180922	UniProt
IXR1	GO:0003677	"""DNA binding"""	Transcriptional repressor that regulates hypoxic genes during normoxia	YKL032C|ORD1|DNA-binding transcription repressor IXR1	20180922	InterPro
IXR1	GO:0003677	"""DNA binding"""	Transcriptional repressor that regulates hypoxic genes during normoxia	YKL032C|ORD1|DNA-binding transcription repressor IXR1	20180922	UniProt
MSN2	GO:0003677	"""DNA binding"""	Stress-responsive transcriptional activator	YMR037C|stress-responsive transcriptional activator MSN2	20180922	UniProt
MSN4	GO:0003677	"""DNA binding"""	Stress-responsive transcriptional activator	YKL062W|stress-responsive transcriptional activator MSN4	20180922	UniProt
HFM1	GO:0003677	"""DNA binding"""	Meiosis specific DNA helicase	YGL251C|MER3	20180922	UniProt
RTF1	GO:0003677	"""DNA binding"""	Subunit of RNAPII-associated chromatin remodeling Paf1 complex	YGL244W|CSL3	20180922	InterPro
RTF1	GO:0003677	"""DNA binding"""	Subunit of RNAPII-associated chromatin remodeling Paf1 complex	YGL244W|CSL3	20180922	InterPro
RPB11	GO:0003677	"""DNA binding"""	RNA polymerase II subunit B12.5	YOL005C|B12.5|DNA-directed RNA polymerase II core subunit RPB11	20180922	InterPro
LAP3	GO:0003677	"""DNA binding"""	Cysteine aminopeptidase with homocysteine-thiolactonase activity	YNL239W|BLH1|GAL6|YCP1|bleomycin hydrolase	20180922	UniProt
MCM2	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YBL023C|MCM DNA helicase complex subunit MCM2	20180922	UniProt
MCM5	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YLR274W|CDC46|BOB1|MCM DNA helicase complex subunit MCM5	20180922	InterPro
MCM5	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YLR274W|CDC46|BOB1|MCM DNA helicase complex subunit MCM5	20180922	InterPro
MCM2	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YBL023C|MCM DNA helicase complex subunit MCM2	20180922	InterPro
MCM2	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YBL023C|MCM DNA helicase complex subunit MCM2	20180922	InterPro
MCM2	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YBL023C|MCM DNA helicase complex subunit MCM2	20180922	InterPro
DDC1	GO:0003677	"""DNA binding"""	DNA damage checkpoint protein	YPL194W	20180922	UniProt
YML039W	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YML039W|gag-pol fusion protein	20180922	UniProt
RPN4	GO:0003677	"""DNA binding"""	Transcription factor that stimulates expression of proteasome genes	YDL020C|SON1|UFD5|stress-regulated transcription factor RPN4	20180922	UniProt
BRF1	GO:0003677	"""DNA binding"""	TFIIIB B-related factor	YGR246C|PCF4|TDS4|TFIIIB70|transcription factor TFIIIB subunit BRF1	20090831	SGD
RFC5	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YBR087W|replication factor C subunit 5	20180922	InterPro
RFC5	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YBR087W|replication factor C subunit 5	20180922	UniProt
MMS4	GO:0003677	"""DNA binding"""	Subunit of structure-specific Mms4p-Mus81p endonuclease	YBR098W|YBR100W|SLX2	20180922	InterPro
FUN30	GO:0003677	"""DNA binding"""	Snf2p family member with ATP-dependent chromatin remodeling activity	YAL019W|DNA-dependent ATPase FUN30	20101129	SGD
MOT1	GO:0003677	"""DNA binding"""	Essential protein involved in regulation of transcription	YPL082C|BTAF1|BUR3|LPF4|END10|DNA-binding ATPase	20180922	UniProt
RME1	GO:0003677	"""DNA binding"""	Zinc finger protein involved in control of meiosis	YGR044C|CSP1	20180922	UniProt
MOT1	GO:0003677	"""DNA binding"""	Essential protein involved in regulation of transcription	YPL082C|BTAF1|BUR3|LPF4|END10|DNA-binding ATPase	20130212	SGD
CEF1	GO:0003677	"""DNA binding"""	Essential splicing factor	YMR213W|NTC85	20180922	UniProt
POL4	GO:0003677	"""DNA binding"""	DNA polymerase IV	YCR014C|POLX|DNA-directed DNA polymerase IV	20180922	InterPro
POL4	GO:0003677	"""DNA binding"""	DNA polymerase IV	YCR014C|POLX|DNA-directed DNA polymerase IV	20180922	InterPro
POL4	GO:0003677	"""DNA binding"""	DNA polymerase IV	YCR014C|POLX|DNA-directed DNA polymerase IV	20180922	InterPro
HIR1	GO:0003677	"""DNA binding"""	Subunit of the HIR complex	YBL008W	20080212	SGD
HIR2	GO:0003677	"""DNA binding"""	Subunit of HIR nucleosome assembly complex	YOR038C|SPT1	20080212	SGD
SWI3	GO:0003677	"""DNA binding"""	Subunit of the SWI/SNF chromatin remodeling complex	YJL176C|TYE2|HAF2	20120305	SGD
SWI3	GO:0003677	"""DNA binding"""	Subunit of the SWI/SNF chromatin remodeling complex	YJL176C|TYE2|HAF2	20120305	SGD
RFC3	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YNL290W|replication factor C subunit 3	20180922	InterPro
RFC3	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YNL290W|replication factor C subunit 3	20180922	UniProt
CHD1	GO:0003677	"""DNA binding"""	Chromatin remodeler that regulates various aspects of transcription	YER164W|chromatin-remodeling ATPase CHD1	20110614	SGD
YOR192C-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YOR192C-B|gag-pol fusion protein	20180922	UniProt
RGT1	GO:0003677	"""DNA binding"""	Glucose-responsive transcription factor	YKL038W	20050117	SGD
XRS2	GO:0003677	"""DNA binding"""	Protein required for DNA repair	YDR369C	20040528	SGD
HTZ1	GO:0003677	"""DNA binding"""	Histone variant H2AZ	YOL012C|H2A.F/Z|H2AZ|HTA3|histone H2AZ	20180922	InterPro
HTZ1	GO:0003677	"""DNA binding"""	Histone variant H2AZ	YOL012C|H2A.F/Z|H2AZ|HTA3|histone H2AZ	20180922	InterPro
SRS2	GO:0003677	"""DNA binding"""	DNA helicase and DNA-dependent ATPase	YJL092W|HPR5|RADH|RADH1|DNA helicase SRS2	20180922	InterPro
SRS2	GO:0003677	"""DNA binding"""	DNA helicase and DNA-dependent ATPase	YJL092W|HPR5|RADH|RADH1|DNA helicase SRS2	20180922	UniProt
TOP3	GO:0003677	"""DNA binding"""	DNA Topoisomerase III	YLR234W|EDR1|DNA topoisomerase 3	20180922	UniProt
CTF18	GO:0003677	"""DNA binding"""	Subunit of a complex with Ctf8p	YMR078C|CHL12	20180922	UniProt
CTF8	GO:0003677	"""DNA binding"""	Subunit of a complex with Ctf18p	YHR191C	20180922	UniProt
SKN7	GO:0003677	"""DNA binding"""	Nuclear response regulator and transcription factor	YHR206W|BRY1|POS9|kinase-regulated stress-responsive transcription factor SKN7	20180922	UniProt
ORC3	GO:0003677	"""DNA binding"""	Subunit of the origin recognition complex (ORC)	YLL004W|origin recognition complex subunit 3	20180922	InterPro
ORC4	GO:0003677	"""DNA binding"""	Subunit of the origin recognition complex (ORC)	YPR162C|origin recognition complex subunit 4	20180922	UniProt
ORC4	GO:0003677	"""DNA binding"""	Subunit of the origin recognition complex (ORC)	YPR162C|origin recognition complex subunit 4	20180922	InterPro
ORC3	GO:0003677	"""DNA binding"""	Subunit of the origin recognition complex (ORC)	YLL004W|origin recognition complex subunit 3	20180922	UniProt
YBL005W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YBL005W-B|gag-pol fusion protein	20180922	UniProt
YBL100W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YBL100W-B|YBL101W-B|TY2B_B|gag-pol fusion protein	20180922	UniProt
YOR343W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YOR343W-B|YOR343C-B|gag-pol fusion protein	20180922	UniProt
ENV11	GO:0003677	"""DNA binding"""	Protein proposed to be involved in vacuolar functions	YGR071C	20180922	InterPro
SDD4	GO:0003677	"""DNA binding"""	"Putative transcription factor, as suggested by computational analysis"	YPR022C	20180922	InterPro
YGR027W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YGR027W-B|gag-pol fusion protein	20180922	UniProt
ISW1	GO:0003677	"""DNA binding"""	ATPase subunit of imitation-switch (ISWI) class chromatin remodelers	YBR245C|SGN2|chromatin-remodeling ATPase ISW1	20151016	SGD
ISW1	GO:0003677	"""DNA binding"""	ATPase subunit of imitation-switch (ISWI) class chromatin remodelers	YBR245C|SGN2|chromatin-remodeling ATPase ISW1	20151016	SGD
DMC1	GO:0003677	"""DNA binding"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20180922	InterPro
DMC1	GO:0003677	"""DNA binding"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20180922	InterPro
DMC1	GO:0003677	"""DNA binding"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20180922	InterPro
DMC1	GO:0003677	"""DNA binding"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20180922	InterPro
DMC1	GO:0003677	"""DNA binding"""	Meiosis-specific recombinase required for double-strand break repair	YER179W|ISC2|recombinase DMC1	20180922	UniProt
PUT3	GO:0003677	"""DNA binding"""	Transcriptional activator	YKL015W	20180922	InterPro
PUT3	GO:0003677	"""DNA binding"""	Transcriptional activator	YKL015W	20180922	UniProt
MBP1	GO:0003677	"""DNA binding"""	Transcription factor	YDL056W|transcription factor MBP1	20180922	InterPro
YDR261W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YDR261W-B|gag-pol fusion protein	20180922	UniProt
YDR261C-D	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YDR261C-D|gag-pol fusion protein	20180922	UniProt
MCM4	GO:0003677	"""DNA binding"""	Essential helicase component of heterohexameric MCM2-7 complexes	YPR019W|CDC54|HCD21|MCM DNA helicase complex subunit MCM4	20180922	InterPro
MCM4	GO:0003677	"""DNA binding"""	Essential helicase component of heterohexameric MCM2-7 complexes	YPR019W|CDC54|HCD21|MCM DNA helicase complex subunit MCM4	20180922	InterPro
MCM4	GO:0003677	"""DNA binding"""	Essential helicase component of heterohexameric MCM2-7 complexes	YPR019W|CDC54|HCD21|MCM DNA helicase complex subunit MCM4	20180922	InterPro
MCM4	GO:0003677	"""DNA binding"""	Essential helicase component of heterohexameric MCM2-7 complexes	YPR019W|CDC54|HCD21|MCM DNA helicase complex subunit MCM4	20180922	UniProt
NAM7	GO:0003677	"""DNA binding"""	ATP-dependent RNA helicase of the SFI superfamily	YMR080C|SUP113|IFS2|MOF4|UPF1|SUT2|ATP-dependent RNA helicase NAM7	20180922	InterPro
CRP1	GO:0003677	"""DNA binding"""	Protein that binds to cruciform DNA structures	YHR146W	20021112	SGD
ROF1	GO:0003677	"""DNA binding"""	Putative transcription factor containing a WOPR domain	YHR177W	20141006	SGD
RFC2	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YJR068W|replication factor C subunit 2	20180922	UniProt
RAD26	GO:0003677	"""DNA binding"""	Protein involved in transcription-coupled nucleotide excision repair	YJR035W|DNA-dependent ATPase RAD26	20180922	UniProt
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20180922	InterPro
LEU3	GO:0003677	"""DNA binding"""	"Zinc-knuckle transcription factor, repressor and activator"	YLR451W|leucine-responsive transcriptional regulator LEU3	20180922	UniProt
TOD6	GO:0003677	"""DNA binding"""	PAC motif binding protein involved in rRNA and ribosome biogenesis	YBL054W|PBF1	20180922	InterPro
TOD6	GO:0003677	"""DNA binding"""	PAC motif binding protein involved in rRNA and ribosome biogenesis	YBL054W|PBF1	20180922	UniProt
STM1	GO:0003677	"""DNA binding"""	Protein required for optimal translation under nutrient stress	YLR150W|MPT4	20050218	SGD
SEF1	GO:0003677	"""DNA binding"""	Putative transcription factor	YBL066C	20180922	InterPro
SEF1	GO:0003677	"""DNA binding"""	Putative transcription factor	YBL066C	20180922	UniProt
IRC5	GO:0003677	"""DNA binding"""	Putative ATPase containing the DEAD/H helicase-related sequence motif	YFR038W|putative ATPase	20180922	UniProt
RSC8	GO:0003677	"""DNA binding"""	Component of the RSC chromatin remodeling complex	YFR037C|SWH3	20180922	InterPro
RSC8	GO:0003677	"""DNA binding"""	Component of the RSC chromatin remodeling complex	YFR037C|SWH3	20180922	UniProt
RSC3	GO:0003677	"""DNA binding"""	Component of the RSC chromatin remodeling complex	YDR303C	20180922	UniProt
RAD34	GO:0003677	"""DNA binding"""	Protein involved in nucleotide excision repair (NER)	YDR314C	20180922	InterPro
RAD34	GO:0003677	"""DNA binding"""	Protein involved in nucleotide excision repair (NER)	YDR314C	20180922	InterPro
RAD34	GO:0003677	"""DNA binding"""	Protein involved in nucleotide excision repair (NER)	YDR314C	20180922	InterPro
NUP157	GO:0003677	"""DNA binding"""	Subunit of the inner ring of the nuclear pore complex (NPC)	YER105C	20140122	SGD
RAD4	GO:0003677	"""DNA binding"""	Protein that recognizes and binds damaged DNA (with Rad23p) during NER	YER162C	20180922	InterPro
RAD4	GO:0003677	"""DNA binding"""	Protein that recognizes and binds damaged DNA (with Rad23p) during NER	YER162C	20180922	InterPro
RAD4	GO:0003677	"""DNA binding"""	Protein that recognizes and binds damaged DNA (with Rad23p) during NER	YER162C	20180922	InterPro
RAD4	GO:0003677	"""DNA binding"""	Protein that recognizes and binds damaged DNA (with Rad23p) during NER	YER162C	20180922	UniProt
WAR1	GO:0003677	"""DNA binding"""	Homodimeric Zn2Cys6 zinc finger transcription factor	YML076C	20180922	UniProt
ERT1	GO:0003677	"""DNA binding"""	Transcriptional regulator	YBR239C	20180922	UniProt
THI2	GO:0003677	"""DNA binding"""	Transcriptional activator of thiamine biosynthetic genes	YBR240C|PHO6|phoF	20180922	UniProt
SMI1	GO:0003677	"""DNA binding"""	Protein involved in the regulation of cell wall synthesis	YGR229C|KNR4	20180922	UniProt
ARO80	GO:0003677	"""DNA binding"""	Zinc finger transcriptional activator of the Zn2Cys6 family	YDR421W	20180922	UniProt
YHP1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YDR451C	20180922	UniProt
YHP1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YDR451C	20180922	UniProt
YHP1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YDR451C	20180922	InterPro
YHP1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YDR451C	20180922	InterPro
RDR1	GO:0003677	"""DNA binding"""	Transcriptional repressor involved in regulating multidrug resistance	YOR380W	20180922	InterPro
RDR1	GO:0003677	"""DNA binding"""	Transcriptional repressor involved in regulating multidrug resistance	YOR380W	20180922	UniProt
CEF1	GO:0003677	"""DNA binding"""	Essential splicing factor	YMR213W|NTC85	20180922	InterPro
MSH4	GO:0003677	"""DNA binding"""	Protein involved in meiotic recombination	YFL003C|MutS family protein MSH4	20020806	SGD
ACE2	GO:0003677	"""DNA binding"""	Transcription factor required for septum destruction after cytokinesis	YLR131C|DNA-binding transcription factor ACE2	20180922	UniProt
PPR1	GO:0003677	"""DNA binding"""	Zinc finger transcription factor	YLR014C	20180922	InterPro
PDC2	GO:0003677	"""DNA binding"""	Transcription factor for thiamine-regulated genes	YDR081C	20180922	UniProt
MCM7	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YBR202W|CDC47|mini-chromosome maintenance complex protein 7	20180922	InterPro
MCM7	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YBR202W|CDC47|mini-chromosome maintenance complex protein 7	20180922	InterPro
MCM7	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YBR202W|CDC47|mini-chromosome maintenance complex protein 7	20180922	InterPro
MCM7	GO:0003677	"""DNA binding"""	Component of the Mcm2-7 hexameric helicase complex	YBR202W|CDC47|mini-chromosome maintenance complex protein 7	20180922	UniProt
MBP1	GO:0003677	"""DNA binding"""	Transcription factor	YDL056W|transcription factor MBP1	20180922	UniProt
IOC3	GO:0003677	"""DNA binding"""	Subunit of the Isw1a complex	YFR013W	20151016	SGD
RSC8	GO:0003677	"""DNA binding"""	Component of the RSC chromatin remodeling complex	YFR037C|SWH3	20120305	SGD
HIR3	GO:0003677	"""DNA binding"""	Subunit of the HIR complex	YJR140C|HPC1	20080212	SGD
TEA1	GO:0003677	"""DNA binding"""	Ty1 enhancer activator involved in Ty enhancer-mediated transcription	YOR337W	20021106	SGD
TBF1	GO:0003677	"""DNA binding"""	Telobox-containing general regulatory factor	YPL128C|LPI16	20180922	InterPro
TBF1	GO:0003677	"""DNA binding"""	Telobox-containing general regulatory factor	YPL128C|LPI16	20180922	UniProt
ADA2	GO:0003677	"""DNA binding"""	Transcription coactivator	YDR448W|SWI8|chromatin-binding transcription regulator ADA2	20180922	InterPro
ABF2	GO:0003677	"""DNA binding"""	Mitochondrial DNA-binding protein	YMR072W|p19|HM|mtTFA|DNA-binding protein ABF2	20180922	InterPro
ABF2	GO:0003677	"""DNA binding"""	Mitochondrial DNA-binding protein	YMR072W|p19|HM|mtTFA|DNA-binding protein ABF2	20180922	UniProt
STB4	GO:0003677	"""DNA binding"""	Putative transcription factor	YMR019W	20021029	SGD
PDR8	GO:0003677	"""DNA binding"""	Transcription factor	YLR266C	20180922	InterPro
PDR8	GO:0003677	"""DNA binding"""	Transcription factor	YLR266C	20180922	UniProt
GCN4	GO:0003677	"""DNA binding"""	bZIP transcriptional activator of amino acid biosynthetic genes	YEL009C|AAS3|ARG9|AAS101|amino acid starvation-responsive transcription factor GCN4	20180922	UniProt
HTB2	GO:0003677	"""DNA binding"""	Histone H2B	YBL002W|histone H2B	20180922	InterPro
HTB2	GO:0003677	"""DNA binding"""	Histone H2B	YBL002W|histone H2B	20180922	InterPro
FLP1	GO:0003677	"""DNA binding"""	Site-specific recombinase encoded on the 2-micron plasmid	R0010W	20180922	InterPro
FLP1	GO:0003677	"""DNA binding"""	Site-specific recombinase encoded on the 2-micron plasmid	R0010W	20180922	InterPro
FLP1	GO:0003677	"""DNA binding"""	Site-specific recombinase encoded on the 2-micron plasmid	R0010W	20180922	UniProt
RAD10	GO:0003677	"""DNA binding"""	Single-stranded DNA endonuclease (with Rad1p)	YML095C	20180922	UniProt
YDR316W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YDR316W-B|gag-pol fusion protein	20180922	UniProt
HMRA1	GO:0003677	"""DNA binding"""	Silenced copy of a1 at HMR	YCR097W|YCR097WB	20180922	InterPro
HMRA1	GO:0003677	"""DNA binding"""	Silenced copy of a1 at HMR	YCR097W|YCR097WB	20180922	InterPro
HMRA1	GO:0003677	"""DNA binding"""	Silenced copy of a1 at HMR	YCR097W|YCR097WB	20180922	UniProt
HMRA1	GO:0003677	"""DNA binding"""	Silenced copy of a1 at HMR	YCR097W|YCR097WB	20180922	UniProt
HMRA2	GO:0003677	"""DNA binding"""	Silenced copy of a2 at HMR	YCR096C|A2|homeodomain  mating type protein a2	20180922	InterPro
HMRA2	GO:0003677	"""DNA binding"""	Silenced copy of a2 at HMR	YCR096C|A2|homeodomain  mating type protein a2	20180922	InterPro
GLN3	GO:0003677	"""DNA binding"""	Transcriptional activator of genes regulated by nitrogen catabolite r	YER040W|nitrogen-responsive transcriptional regulator GLN3	20180922	UniProt
RPB10	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC10-beta	YOR210W|ABC10-beta|DNA-directed RNA polymerase core subunit RPB10	20180922	InterPro
RPB10	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC10-beta	YOR210W|ABC10-beta|DNA-directed RNA polymerase core subunit RPB10	20180922	InterPro
RFA1	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YAR007C|BUF2|FUN3|RPA1|replication factor A subunit protein RFA1|RPA70	20180922	UniProt
RFA1	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YAR007C|BUF2|FUN3|RPA1|replication factor A subunit protein RFA1|RPA70	20180922	InterPro
RFA1	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YAR007C|BUF2|FUN3|RPA1|replication factor A subunit protein RFA1|RPA70	20180922	InterPro
HHO1	GO:0003677	"""DNA binding"""	"Histone H1, linker histone with roles in meiosis and sporulation"	YPL127C|histone H1	20020213	SGD
RPC19	GO:0003677	"""DNA binding"""	RNA polymerase subunit AC19	YNL113W|AC19|DNA-directed RNA polymerase core subunit RPC19	20180922	InterPro
